voyage_id	vessel_name	flag	place_of_slave_purchase	place_of_slave_disembarkation	total_embarked	total_disembarked	year_of_arrival	percent_men	percent_women	percent_children	captain's_name	resistance_label
104091	Success	Great Britain	Barbados, port unspecified	Virginia, port unspecified	3	2	1752				Cranston, Jeremiah	
104092	Molly	Great Britain	Barbados, port unspecified	Virginia, port unspecified	11	10	1752				Chamberline, Roger	
104093	Africa	Great Britain	Barbados, port unspecified	South Potomac	17	16	1752				Lundin, James	
104094	Two Friends	Great Britain	Antigua, port unspecified	Virginia, port unspecified	19	18	1754				Higgins, Jacob	
104095	Industry	Great Britain	St. Kitts, port unspecified	Virginia, port unspecified	15	14	1763				Thompson, John	
104096	Betsey	Great Britain	St. Kitts, port unspecified	Virginia, port unspecified	8	7	1764				Heffington, William	
104097	Nancy	Great Britain	Barbados, port unspecified	Virginia, port unspecified	20	19	1765				Hilton, Henry	
104098	Priscilla	Great Britain	Barbados, port unspecified	Virginia, port unspecified	25	24	1765				Conway, Rich	
104099	Swift	Great Britain	Jamaica, port unspecified	Virginia, port unspecified	8	7	1771				Sanford, Lawrence	
104101	Peggy	Great Britain	Antigua, port unspecified	Virginia, port unspecified	11	10	1769				Wise, Samuel	
104108	New York	Great Britain	Barbados, port unspecified	Virginia, port unspecified	7	6	1702				Matthews, Robert	
104111	Elizabeth	Great Britain	Barbados, port unspecified	Virginia, port unspecified	7	6	1703				Hawkins, Rich	
104123	Mary Gally	Great Britain	Barbados, port unspecified	Virginia, port unspecified	9	8	1730				Fisher, Charles	
104124	Diana	Great Britain	Jamaica, port unspecified	Upper James River	3	2	1731				Keill, William	
104125	Stockwell	Great Britain	Jamaica, port unspecified	Upper James River	41	40	1733				Cowherd, William	
104144	Defiance	Great Britain	Dominica, port unspecified	Upper James River	11	10	1767				Clarke, John	
104146	Roe Gally	Great Britain	Antigua, port unspecified	Virginia, port unspecified	16	15	1769				McKinley, Pat	
104147	Lilly	Great Britain	Antigua, port unspecified	Virginia, port unspecified	16	15	1769				?	
104148	Warwick	Great Britain	Barbados, port unspecified	Virginia, port unspecified	27	26	1770				Macvey, An.	
104149	Industry	Great Britain	Barbados, port unspecified	Virginia, port unspecified	9	8	1770				Sinclair, Art	
104150	Nancy	Great Britain	Antigua, port unspecified	Hampton	30	29	1771				Wise, Samuel	
104151	Jenny	Great Britain	Barbados, port unspecified	Virginia, port unspecified	13	12	1771				Tullarton, William	
104152	Nancy	Great Britain	Grenada, port unspecified	Virginia, port unspecified	11	10	1771				Paterson, Peter	
104187	Rachell	Great Britain	Jamaica, port unspecified	Virginia, port unspecified	2	1	1717				Fox, Samuel	
104203	Windsor	Great Britain	Antigua, port unspecified	Virginia, port unspecified	26	25	1726				Ellis, Arthur	
104204	Nestor	Great Britain	Antigua, port unspecified	Virginia, port unspecified	28	27	1726				Burk, Francis	
104205	Mary Gold	Great Britain	Anguilla, port unspecified	Virginia, port unspecified	7	6	1726				Rarden, Rich	
104206	Dolphin	Great Britain	Jamaica, port unspecified	Virginia, port unspecified	6	5	1726				Phripp, John	
104207	Norfolk	Great Britain	Jamaica, port unspecified	Virginia, port unspecified	5	4	1726				Nisbet, Joseph	
104208	Drysdale	Great Britain	Jamaica, port unspecified	Virginia, port unspecified	13	12	1726				Moseley, Anthony	
104209	May Flower	Great Britain	Anguilla, port unspecified	Virginia, port unspecified	3	2	1726				Hutchings, John	
104221	Ann	Great Britain	St. Kitts, port unspecified	Lower James River	31	30	1733				Dickenson, James	
104222	Phoenix	Great Britain	Jamaica, port unspecified	Lower James River	24	23	1733				Murray, Alexander	
104223	Susannah	Great Britain	St. Kitts, port unspecified	Lower James River	8	7	1733				Meredith, John	
104231	Ann	Great Britain	Barbados, port unspecified	Virginia, port unspecified	7	6	1734				Harding, William	
104457	Nansemond	Great Britain	Barbados, port unspecified	Lower James River	22	21	1752				Irwin, James	
104458	Mermaid	Great Britain	Antigua, port unspecified	Lower James River	3	2	1752				Blake, Patrick	
104470	Allethea	Great Britain	Spanish Town	Lower James River	3	2	1755				Laborn, Joseph	
104471	Warwick	Great Britain	Barbados, port unspecified	Lower James River	2	1	1755				Darrell, William	
104484	Ann	Great Britain	Barbados, port unspecified	Hampton	17	16	1764				Dawson, James	
104486	Lancaster	Great Britain	Jamaica, port unspecified	Hampton	7	6	1764				Lewellan, Luke	
104495	Little Molly	Great Britain	Barbados, port unspecified	Hampton	7	6	1766				Simms, Rich	
104496	Two Friends	Great Britain	Antigua, port unspecified	Virginia, port unspecified	10	9	1766				Keeble, Humphrey	
104497	Norfolk	Great Britain	Jamaica, port unspecified	Virginia, port unspecified	7	6	1767				Southerland, John	
104500	Fanny	Great Britain	St. Eustatius	Virginia, port unspecified	26	25	1769				Oliffe, John	
104501	Sally	Great Britain	Barbados, port unspecified	Hampton	16	15	1771				Hatton, Lewis	
104502	Rochard	Great Britain	Grenada, port unspecified	Virginia, port unspecified	5	4	1771				Clausland, William	
104503	Hansford	Great Britain	Antigua, port unspecified	Hampton	48	47	1771				Wilson, Chris	
104504	Smithfield	Great Britain	St. Kitts, port unspecified	Hampton	7	6	1771				Cochrane, Alexander	
104505	Diana	Great Britain	Antigua, port unspecified	Hampton	5	4	1771				McClenahan, William	
104506	Molly	Great Britain	Nevis, port unspecified	Hampton	83	81	1771				Edgar, Thomas	
104507	Grace	Great Britain	Antigua, port unspecified	Hampton	4	3	1771				Blaws, Robert	
104508	Botetourt	Great Britain	Jamaica, port unspecified	Hampton	13	12	1771				Pollock, Thomas	
104509	Clyde	Great Britain	Nevis, port unspecified	North Carolina, port unspecified	60	58	1771				Stewart, Anthony	
104510	Pearle	Great Britain	Barbados, port unspecified	Hampton	44	43	1771				Brett, William	
104511	Black Prince	Great Britain	Antigua, port unspecified	Hampton	8	7	1771				Elliot, Robert	
104512	Hansford	Great Britain	Antigua, port unspecified	Hampton	68	66	1771				Wilson, Chris	
104513	Little Molly	Great Britain	Barbados, port unspecified	Hampton	3	2	1771				Williamson, Joseph	
104514	Alice	Great Britain	Barbados, port unspecified	Hampton	13	12	1771				Carlton, George	
104515	Young Matthew	Great Britain	Antigua, port unspecified	Hampton	11	10	1771				Cooper, Abram	
104516	Fanny	Great Britain	Nevis, port unspecified	Hampton	8	7	1771				Catlin, Francis	
104517	Nancy	Great Britain	Nevis, port unspecified	Hampton	16	15	1771				Mowbray, John	
104518	Tanner	Great Britain	St. Kitts, port unspecified	Hampton	6	5	1771				Kelso, John	
104519	Matty	Great Britain	Nevis, port unspecified	Hampton	5	4	1771				Mackie, Rich	
104520	Donald	Great Britain	Tobago, port unspecified	Hampton	9	8	1771				Roberts, Thomas	
104521	Philadelphia	Great Britain	Barbados, port unspecified	Hampton	9	8	1771				Riding, John	
104522	Liberty	Great Britain	Barbados, port unspecified	Hampton	2	1	1771				Cowper, John	
104523	Two Sisters	Great Britain	Barbados, port unspecified	Hampton	3	2	1771				Maxwell, James	
104524	Four Sisters	Great Britain	St. Vincent, port unspecified	Virginia, port unspecified	11	10	1771				Brown, Bristow	
104525	Douglass	Great Britain	St. Kitts, port unspecified	Hampton	31	30	1771				Bryson, Peter	
104526	Hansford	Great Britain	Antigua, port unspecified	Hampton	4	3	1771				Wilson, Chris	
104527	Wray Gally	Great Britain	Barbados, port unspecified	Hampton	9	8	1771				Davis, David	
104528	Young Matthew	Great Britain	Antigua, port unspecified	Hampton	6	5	1771				Cooper, Abram	
104529	Alice	Great Britain	Barbados, port unspecified	Hampton	3	2	1771				Carlton, George	
104530	Patty	Great Britain	St. Maarten	Hampton	3	2	1771				Barrott, John	
104531	Liberty	Great Britain	Barbados, port unspecified	Hampton	2	1	1772				Cowper, John	
104532	Nancy	Great Britain	Antigua, port unspecified	Hampton	9	8	1772				Irwin, Thomas	
104534	Matty	Great Britain	Dominica, port unspecified	Hampton	3	2	1772				Latimer, Edward	
104535	Fanny	Great Britain	Grenada, port unspecified	Hampton	8	7	1772				Westcott, William	
104536	Black Prince	Great Britain	Grenada, port unspecified	Hampton	8	7	1772				Gray, Walter	
104537	Charlotte	Great Britain	Barbados, port unspecified	Hampton	16	15	1772				Baily, Wilson	
104538	Commerce	Great Britain	Antigua, port unspecified	Hampton	23	22	1772				Wood, John	
104540	Porter	Great Britain	St. Vincent, port unspecified	Hampton	4	3	1772				Kelsick, Rich	
104541	Unity	Great Britain	Grenada, port unspecified	Hampton	6	5	1772				Knight, John	
104542	Liberty	Great Britain	Barbados, port unspecified	Hampton	28	27	1772				Rysam [Johnson?], William	
104543	Thomas	Great Britain	Antigua, port unspecified	Hampton	2	1	1772				Buckle [Brickle?], Wright	
104544	Little Molly	Great Britain	Antigua, port unspecified	Hampton	5	4	1772				Burrows, Thomas	
104545	Grace and Sally	Great Britain	Antigua, port unspecified	Hampton	2	1	1774				Wilson, Chris	
104546	Phoenix	Great Britain	Antigua, port unspecified	Virginia, port unspecified	31	30	1774				Westcott, William	
104547	Unity	Great Britain	New York	Patuxent	5	4	1697				Hoogland, Christopher	
104548	Chester	Great Britain	St. Kitts, port unspecified	Annapolis	4	3	1759				Seagar, John	
104549	Lettice	Great Britain	Barbados, port unspecified	Patuxent	9	8	1754				Lee, Robert	
104550	 	Great Britain	West Indies (colony unspecified)	Virginia, port unspecified	3	2	1699				Hastings	
104551	Plymouth	Great Britain	West Indies (colony unspecified)	Virginia, port unspecified	3	2	1695				Withington, Thomas	
104552	Fisher	Great Britain	Maryland, port unspecified	Patuxent	5	4	1695				Boyce, William<br/> Francis, Thomas	
104553	Nicholson	Great Britain	Virginia, port unspecified	Patuxent	2	1	1696				Barber, Stephen	
104554	Sally	Great Britain	Virginia, port unspecified	Patuxent	2	1	1750				Robinson, Cor.	
104555	 	Great Britain	Virginia, port unspecified	Oxford	8	7	1696				Sharp, William	
104556	 	Great Britain	Virginia, port unspecified	Oxford	5	4	1696					
104558	Buxom Joan	Great Britain	Virginia, port unspecified	Oxford	9	8	1749				Thomas, William	
104559	Betsey	Great Britain	Virginia, port unspecified	Annapolis	41	40	1749				Galloway, Samuel	
104560	George	Great Britain	Virginia, port unspecified	Annapolis	43	42	1749				Brisbane, William	
104561	Charles	Great Britain	Virginia, port unspecified	Annapolis	12	11	1752				Geran, Joseph	
104562	Bon Accord	Great Britain	Virginia, port unspecified	Annapolis	31	30	1753				White, William	
104563	Osgood	Great Britain	Barbados, port unspecified	Annapolis	2	1	1755	0	1	0	Warring, Wells	
104564	Molly	Great Britain	Rappahannock	Annapolis	52	30	1760				Casson, Thomas	
104565	Little Charlotte	Great Britain	Virginia, port unspecified	Annapolis	9	8	1763				Davis, John	
104567	Betsey	Great Britain	Barbados, port unspecified	Hampton	5	4	1772				Edey, Solomon	
104568	Thomas and Betty	Great Britain	York River	Maryland, port unspecified	21	20	1725				Berkley, Roger	
104569	Ann and Katherine	Great Britain	Rappahannock	Maryland, port unspecified	55	53	1726				Harrison, John	
104570	Fancy	Great Britain	York River	Maryland, port unspecified	50	48	1727				Digges, Dudley	
104571	Gloucester	Great Britain	York River	Maryland, port unspecified	26	25	1728				Read, George	
104572	Diamond	Great Britain	York River	Maryland, port unspecified	21	20	1733				Dalton, William	
104573	Hannah	Great Britain	Hampton	Maryland, port unspecified	3	3	1739				Baker, Joshua	
104574	Nancy	Great Britain	Hampton	Maryland, port unspecified	33	32	1741				Mabone, Reods	
104576	Elizabeth	Great Britain	Accomac	Oxford	2	1	1749	0.5	0.5	0	Pettit, Bartholomew	
104577	Charles	Great Britain	Hampton	Maryland, port unspecified	9	9	1753				Palmer, Thomas	
104579	Squirrel	Great Britain	Rappahannock	Maryland, port unspecified	92	88	1762			0.08695652	Lightburn, Richard	
104580	Robert	Great Britain	Maryland, port unspecified	Virginia, port unspecified	2	1	1713				Ring, Samuel	
104582	Batchelour's Endeavour	Great Britain	Annapolis	Virginia, port unspecified	4	3	1703				Diamond, James	
104583	John and Mary	Great Britain	Maryland, port unspecified	Virginia, port unspecified	13	12	1730				Dawson, John	
104589	 	Great Britain	Maryland, port unspecified	Virginia, port unspecified	9	8	1717				McCarty, Daniel	
104593	 	Great Britain	New York	Patuxent	6	5	1677					
104594	London Merchant	Great Britain	New York	Patuxent	5	4	1696				Thomas, James	
104595	Amity	Great Britain	New York	Patuxent	2	1	1696				Finch, John	
104596	 	Great Britain	Philadelphia	Patuxent	52	50	1734					
104597	Sea Flower	Great Britain	Salem	Patuxent	2	1	1746				Brimblecom, Samuel	
104598	Scarbran	Great Britain	Boston	Patuxent	3	2	1749				Fellows, John	
104599	Neptune	Great Britain	Boston	Patuxent	2	1	1752				Binney, Barnas	
104600	Betsey	Great Britain	Piscataqua	Patuxent	7	6	1753				Yeaton, Richard	
104601	Polly	Great Britain	Boston	Patuxent	2	1	1754				Davis, James	
104602	Wheel of Fortune	Great Britain	Rhode Island, port unspecified	Patuxent	2	1	1755				Grasson, William	
104603	Hopewell	Great Britain	Philadelphia	Pocomoke	5	4	1697				Gale, Charles	
104604	Rachell	Great Britain	New York	Pocomoke	8	7	1700				Bayard, Peter	
104605	Sea Flower	Great Britain	Rhode Island, port unspecified	Oxford	2	1	1747				Tucker, Nicholas	
104606	Luicana	Great Britain	Boston	Oxford	4	3	1755				Stewart, James	
104607	Charming Molly	Great Britain	Boston	Oxford	4	3	1754				McCarty, Daniel	
104608	Molly	Great Britain	Boston	Oxford	10	9	1761				Dean, James	
104610	Ranger	Great Britain	Boston	Oxford	5	4	1765				Paine, Samuel	
104611	Nancy	Great Britain	Philadelphia	Oxford	6	5	1765				Lang, William	
104612	Eagle	Great Britain	Boston	Annapolis	2	1	1746	1	0	0	James, Richard	
104613	Speedwell	Great Britain	Boston	Annapolis	4	3	1751				Larey, John	
104614	Hester (a) Esther	Great Britain	New London	Annapolis	5	4	1754				Hall, Giles	
104615	Swan	Great Britain	Rhode Island, port unspecified	Annapolis	2	1	1755				Arey, Thomas	
104617	Elizabeth	Great Britain	Rhode Island, port unspecified	Annapolis	4	3	1765				Gardner, Silvester	
104618	 	Great Britain	Pennsylvania, port unspecified	Cecil County	4	3	1696				Moll, John	
104619	 	Great Britain	Pennsylvania, port unspecified	Cecil County	5	4	1696				Boyce, William	
104620	[Rachel??]	Great Britain	New York	Cecil County	2	1	1697	1	0	0	Bayard, Peter	
104622	Betty	Great Britain	South Carolina, port unspecified	York River	2	1	1713				Perrin, John	
104626	Success	Great Britain	Piscataqua	Virginia, port unspecified	2	1	1769				Stanwood, Joseph	
104627	Swallow	Great Britain	New England	Virginia, port unspecified	2	1	1703				Burbank, Tim	
104628	Industry	Great Britain	Providence	Virginia, port unspecified	3	2	1714				Smith, John	
104629	Susanna	Great Britain	South Carolina, port unspecified	Rappahannock	3	2	1752				Lang, William	
104630	Industry	Great Britain	Rhode Island, port unspecified	Virginia, port unspecified	2	1	1769				Shepardson, Elijah	
104634	Calypso	Great Britain	Rhode Island, port unspecified	Virginia, port unspecified	6	5	1762				Taylor, Edward	
104635	John and Betsey	Great Britain	Philadelphia	Virginia, port unspecified	2	1	1766				Bunting, William	
104637	Dragon	Great Britain	New York	Virginia, port unspecified	6	6	1717				Lawrence, John	
104644	Ranger	Great Britain	Boston	Virginia, port unspecified	2	1	1741				Johnson, Isaac	
104645	Charming Molly	Great Britain	Boston	Upper James River	2	1	1741				Kingston, Elias	
104649	Eagle	Great Britain	Piscataqua	Virginia, port unspecified	4	4	1762				Vicker, William	
104688	Elizabeth	Great Britain	New York	Patuxent	9	8	1696				Coorten, Henry	
104689	Sally	Great Britain	St. Eustatius	Annapolis	4	3	1773				Armstrong, Jonathan	
104690	 	Great Britain	Barbados, port unspecified	Cecil County	4	3	1696	0	0.33333334	0.6666667	Clements, Matthew	
104691	 	Great Britain	Barbados, port unspecified	Cecil County	18	17	1698				Crapp, John	
104692	Providence	Great Britain	London	Patuxent	2	1	1696				Keeble, George	
104693	Thorogood	Great Britain	London	Patuxent	2	1	1696				Nall, John	
104694	Liverpool Merchant	Great Britain	Liverpool	Oxford	13	12	1753				Matthews, Samuel	
104695	Friendship	Great Britain	London	Annapolis	2	1	1760				McDougall, Dougall	
104698	Princess Ann	Great Britain	Bristol	Virginia, port unspecified	2	1	1713				Saxby, Peter	
104699	Mary	Great Britain	Bristol	Virginia, port unspecified	2	1	1716				Pope, Matthew	
104700	Avarila	Great Britain	London	Virginia, port unspecified	2	1	1717				Lisland, Joshua	
104701	Friendship	Great Britain	Scotland, port unspecified	Virginia, port unspecified	2	1	1716				Fleeth, Walter	
104702	Lyme	Great Britain	Great Britain, port unspecified	Virginia, port unspecified	3	2	1717				Brand, Elias	
104703	Robert	Great Britain	Bermuda	Patuxent	2	1	1752				Frith, Joseph	
104704	Saint Andrew	Great Britain	Bermuda	Patuxent	2	1	1754				Conyer, David	
104705	Molly	Great Britain	Bermuda	Patuxent	3	2	1755				Dorrell, Joseph	
104708	Endeavour	Great Britain	Bermuda	Annapolis	3	2	1767				Pearman, Charles	
104713	Katy	Great Britain	Bermuda	Virginia, port unspecified	6	5	1771				Ryburn, Art	
104717	Royal Ranger	Great Britain	Bermuda	Virginia, port unspecified	5	4	1741				Appleby, William	
104765	Success	Great Britain	Bermuda	Hampton	21	20	1772				Williams, John	
104766	Francis	Great Britain	Bermuda	Hampton	2	1	1773				Outerbridge, Joseph	
104767	Mary Ann	Great Britain	Bermuda	Annapolis	2	1	1762				Cooper, Nath	
104768	Haswell	Great Britain	Barbados, port unspecified	Virginia, port unspecified	10	9	1731				Brooks, Christopher	
104772	John and Mary	Great Britain	Barbados, port unspecified	Virginia, port unspecified	2	1	1739				Tillidge, Richard	
104774	 	Great Britain	Americas, port unspecified	Patuxent	2	1	1697				Hutchinson, Thomas	
104775	John and Margaret	Great Britain	Americas, port unspecified	Patuxent	2	1	1698				Clarke, John	
104776	 	Great Britain	Americas, port unspecified	Patuxent	2	1	1698				Ellis, Josiah	
104777	Industry	Great Britain	Americas, port unspecified	Patuxent	2	1	1762				Watkins, Benjamin	
104778	Irish Town Drager	Great Britain	Americas, port unspecified	Patuxent	7	6	1762				Eye, Josiah	
104779	Ann	Great Britain	Americas, port unspecified	Patuxent	3	2	1762				Toulming, Thomas	
104780	Cornwallis	Great Britain	Americas, port unspecified	Patuxent	2	1	1765				Ramsey, Peter	
104781	Rachell	Great Britain	Americas, port unspecified	Pocomoke	5	4	1697				Hearstead (a) Kearstead, Lucas	
104782	Free Mason	Great Britain	Americas, port unspecified	North Potomac	3	2	1759				Ray, James	
104783	Tabbs Pacquet Boat	Great Britain	Americas, port unspecified	North Potomac	2	1	1759				Tabbs, Edmond	
104784	Young William	Great Britain	Americas, port unspecified	North Potomac	9	8	1760					
104785	Free Mason	Great Britain	Americas, port unspecified	North Potomac	7	6	1760					
104786	Molly	Great Britain	Americas, port unspecified	North Potomac	2	1	1762				Outerbridge, John	
104787	Fancy	Great Britain	Americas, port unspecified	North Potomac	4	3	1763				Webb, John	
104788	 	Great Britain	Americas, port unspecified	Oxford	3	2	1696				Edmondson, William	
104789	Sally	Great Britain	Americas, port unspecified	Oxford	4	3	1762				Courtney, Charles	
104790	Judith	Great Britain	Americas, port unspecified	Oxford	3	2	1763				McKerrall, John	
104791	Pick Pocket	Great Britain	Americas, port unspecified	Annapolis	2	1	1698				Nodyne, Arnold	
104792	Little Bob	Great Britain	Americas, port unspecified	Annapolis	16	15	1762				Hall, Thomas	
104793	Sharpe	Great Britain	Americas, port unspecified	Annapolis	2	1	1762				Costen, Jeremiah	
104795	Night Hawke	Great Britain	Americas, port unspecified	North Potomac	2	1	1762				Lews, Archibald	
104796	a boat	Great Britain	Americas, port unspecified	North Potomac	6	5	1762					
104797	Charming Molly	Great Britain	Americas, port unspecified	North Potomac	2	1	1762				Cadman, Isaac	
104798	Crow Lane	Great Britain	Americas, port unspecified	North Potomac	67	65	1763				Giddin, John	
104799	 	Great Britain	Americas, port unspecified	Cecil County	4	3	1695				Moll, John	
104800	 	Great Britain	Americas, port unspecified	Cecil County	2	1	1697	0	1	0	Fisher, William	
104801	 	Great Britain	Americas, port unspecified	Cecil County	2	1	1697	0	0	1	Vanderhyden, Matthew	
104802	 	Great Britain	Americas, port unspecified	Cecil County	4	3	1697				Moll, John	
104803	 	Great Britain	Americas, port unspecified	Cecil County	3	2	1697				Alderick, Hermanus	
104804	 	Great Britain	Americas, port unspecified	Cecil County	2	1	1697				Gumby, Benjamin	
104805	 	Great Britain	Americas, port unspecified	Cecil County	3	2	1697				Eldersley, Henry	
104806	 	Great Britain	Americas, port unspecified	Cecil County	2	1	1698				Peggis, Thomas	
104807	 	Great Britain	Americas, port unspecified	Cecil County	2	1	1698	0	1	0	Aldricks, Jacobus	
104808	 	Great Britain	Americas, port unspecified	Cecil County	5	4	1698				Newsam, Richard	
104809	 	Great Britain	Americas, port unspecified	Cecil County	5	4	1698				Knight, George	
104810	 	Great Britain	Americas, port unspecified	Cecil County	3	2	1698				Mannahow, Cornelius	
104811	 	Great Britain	Americas, port unspecified	Cecil County	2	1	1698				Weoth, James	
104812	 	Great Britain	Americas, port unspecified	Cecil County	3	2	1698				Pearce, William	
104813	 	Great Britain	Americas, port unspecified	Cecil County	3	2	1698				Pearce, Daniel	
104814	 	Great Britain	Americas, port unspecified	Cecil County	2	1	1699				Kelltion, Thomas	
104815	 	Great Britain	Americas, port unspecified	Cecil County	2	1	1699				Quarry, Col. Robert	
104816	 	Great Britain	Americas, port unspecified	Cecil County	118	116	1699				Smith, Nathan	
104817	 	Great Britain	Americas, port unspecified	Cecil County	3	2	1699				Charter, John	
104818	 	Great Britain	Americas, port unspecified	Cecil County	4	3	1699				Young	
104819	 	Great Britain	Americas, port unspecified	Cecil County	8	7	1699				Carlisle, William	
104820	 	Great Britain	Americas, port unspecified	Cecil County	4	3	1699				Wallters, Henry	
104821	 	Great Britain	Americas, port unspecified	Cecil County	3	2	1699				Pearce, Daniel	
104822	 	Great Britain	Americas, port unspecified	Cecil County	2	1	1700	0	1	0	Crap, John	
104823	 	Great Britain	Americas, port unspecified	Cecil County	2	1	1701				Sewell	
104824	 	Great Britain	Americas, port unspecified	Cecil County	3	2	1701				Vanderhyden, Matthew	
104825	James	Great Britain	Americas, port unspecified	Virginia, port unspecified	2	1	1621					
104826	Margaret and John	Great Britain	Americas, port unspecified	Virginia, port unspecified	2	1	1622					
104827	Swan	Great Britain	Americas, port unspecified	Virginia, port unspecified	2	1	1623					
104828	 	Great Britain	Americas, port unspecified	Virginia, port unspecified	2	1	1637				Jonathan	
104829	Dove	Great Britain	Americas, port unspecified	Virginia, port unspecified	13	12	1638				Bicking	
104830	 	Great Britain	Americas, port unspecified	Virginia, port unspecified	9	8	1649				Williams, John	
104831	Roebuck	Great Britain	Americas, port unspecified	Virginia, port unspecified	7	6	1657					
104832	 	Great Britain	Americas, port unspecified	Virginia, port unspecified	11	10	1663				Green	
104833	Elizabeth	Great Britain	Americas, port unspecified	Virginia, port unspecified	11	10	1663					
104834	Eunice	Great Britain	Americas, port unspecified	Virginia, port unspecified	2	1	1682					
104835	Friendship	Great Britain	Americas, port unspecified	Virginia, port unspecified	12	11	1690					
104836	Endeavor	Great Britain	Americas, port unspecified	Virginia, port unspecified	4	3	1697					
104839	Mars	Great Britain	Americas, port unspecified	Virginia, port unspecified	9	8	1758				Bureton, Thomas	
104843	Henry Benjamin	Great Britain	Americas, port unspecified	Virginia, port unspecified	7	6	1733				?	
106557	Ninfa	U.S.A.	Americas, port unspecified	Louisiana	44	43	1783					
106558	 	U.S.A.	Americas, port unspecified	New Orleans	44	43	1783				Ratty, Joseph	
106560	Commerce	U.S.A.	St. Kitts, port unspecified	Charleston	173	170	1783				Snaddon, Thomas	
106561	Roseau	U.S.A.	St. John (Virgin Islands)	Charleston	26	25	1783				Simpson	
106563	Hope	U.S.A.	St. Thomas	Charleston	158	155	1783				Flynn, Hugh	
106564	Jason	U.S.A.	Kingston	New Orleans	28	27	1783					
106567	Victoria	France	Martinique, port unspecified	Louisiana	26	25	1784				Pelletier	
106568	Kingston	U.S.A.	Americas, port unspecified	Charleston	16	15	1784				Gold, James	
106569	Betsey	U.S.A.	Americas, port unspecified	Charleston	16	15	1784				Dickinson, F	
106570	Nancy	U.S.A.	Cartagena	Charleston	3	2	1784				Bryan	
106571	Amity	U.S.A.	Jamaica, port unspecified	Charleston	11	10	1784				King, R	
106575	Surprise	U.S.A.	St. John (Virgin Islands)	Charleston	6	5	1784				Rutter, W	
106576	Charlotte	U.S.A.	Americas, port unspecified	Charleston	5	4	1784				Miller, A	
106577	Liberty	U.S.A.	Bermuda	Charleston	3	2	1784				Godfrey, G	
106579	Vigilante	U.S.A.	Guadeloupe, port unspecified	Charleston	2	1	1784				Hammond	
106580	Nancy	U.S.A.	St. Maarten	Charleston	3	2	1784				Dill	
106581	Alliance	U.S.A.	Bermuda	Charleston	8	7	1784				Salters	
106582	Adventure	U.S.A.	Antigua, port unspecified	Charleston	5	4	1784				McMillan	
106584	Love and Mary	U.S.A.	Bermuda	Charleston	3	2	1784				Basden	
106585	Alliance	U.S.A.	Bermuda	Charleston	6	5	1784				Saltus, W	
106586	Dolphin	U.S.A.	Jamaica, port unspecified	Charleston	13	12	1784				Barnard	
106587	Friendship	U.S.A.	Jamaica, port unspecified	Charleston	13	12	1784				Mclver, John	
106588	Betsy	U.S.A.	Barbados, port unspecified	Charleston	9	8	1784				Kennedy, S	
106589	Betsy	U.S.A.	St. Thomas	Charleston	14	13	1784				Wainwright, P	
106590	Sally	U.S.A.	Bermuda	Charleston	4	3	1784				Brown, Thomas	
106591	Mentor	U.S.A.	Antigua, port unspecified	Savannah	8	7	1784	0.5714286	0.42857143	0		
106592	Polly and Harriot	U.S.A.	Jamaica, port unspecified	Savannah	52	50	1784				Wadlington??]	
106593	William	U.S.A.	Americas, port unspecified	Savannah	15	14	1784					
106594	Polly and Harriot	U.S.A.	Curacao	Savannah	7	6	1784				Wadlington	
106595	Felix	U.S.A.	Kingston	New Orleans	27	26	1784					
106596	Empress	U.S.A.	Jamaica, port unspecified	New Orleans	26	25	1784					
106598	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	7	6	1784					
106599	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	52	50	1784					
106600	Mary	U.S.A.	Tortola, port unspecified	Charleston	21	20	1784				Taylor, H	
106601	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	14	13	1784					
106602	Charlotte	U.S.A.	Jamaica, port unspecified	Charleston	14	13	1784	0.84615386	0.15384616	0	Taylor, [John?]	
106603	 	U.S.A.	Americas, port unspecified	Charleston	7	6	1784	0.33333334	0.6666667	0		
106604	 	U.S.A.	Americas, port unspecified	Georgia, port unspecified	31	30	1785					
106605	Savana	Spain / Uruguay	Cap Francais	Louisiana	43	42	1785				Gortary, Juan Lino	
106608	Postillón	U.S.A.	Americas, port unspecified	Louisiana	64	62	1785					
106611	Success	U.S.A.	Jamaica, port unspecified	Charleston	4	3	1785				Morrison	
106612	Free Love	U.S.A.	Americas, port unspecified	Charleston	30	29	1785				Eles	
106613	Polly	U.S.A.	St. John (Virgin Islands)	Charleston	20	19	1785				Wilson	
106615	Charlotte	U.S.A.	Jamaica, port unspecified	Charleston	39	38	1785				Taylor, [John?]	
106616	Littlewill	U.S.A.	Bermuda	Charleston	16	15	1785				Prudden	
106617	Anna Maria	U.S.A.	Jamaica, port unspecified	Charleston	22	21	1785					
106618	General Shirley	U.S.A.	Jamaica, port unspecified	Charleston	3	2	1785				Michals	
106619	Peace of Plenty	U.S.A.	Bermuda	Charleston	2	1	1785				Yeates	
106621	Adventure	U.S.A.	Jamaica, port unspecified	Charleston	10	9	1785				Brand	
106623	Peace of Plenty	U.S.A.	Turk's Island	Charleston	5	4	1785				Poulton	
